classifier,fold,val_accuracy,train_accuracy,best_k,best_params
SVM_linear,19,0.7272727272727273,0.9104477611940298,607,"OrderedDict({'clf__C': 0.001, 'kruskal__k': 607})"
SVM_linear,20,0.7575757575757576,0.9552238805970149,83,"OrderedDict({'clf__C': 0.04791858835175447, 'kruskal__k': 83})"
SVM_linear,21,0.8235294117647058,0.9848484848484849,83,"OrderedDict({'clf__C': 50.62826017546133, 'kruskal__k': 83})"
SVM_linear,22,0.6363636363636364,1.0,83,"OrderedDict({'clf__C': 4.327293446353672, 'kruskal__k': 83})"
SVM_linear,23,0.6060606060606061,1.0,350,"OrderedDict({'clf__C': 0.009855945031280412, 'kruskal__k': 350})"
SVM_linear,24,0.7941176470588235,0.9848484848484849,83,"OrderedDict({'clf__C': 0.3640260427177713, 'kruskal__k': 83})"
SVM_linear,25,0.7575757575757576,1.0,161,"OrderedDict({'clf__C': 8.55111422644509, 'kruskal__k': 161})"
SVM_linear,26,0.696969696969697,1.0,147,"OrderedDict({'clf__C': 27.849912134966957, 'kruskal__k': 147})"
SVM_linear,27,0.6764705882352942,0.9848484848484849,87,"OrderedDict({'clf__C': 91.40292392941166, 'kruskal__k': 87})"
SVM_linear,28,0.696969696969697,0.9850746268656716,388,"OrderedDict({'clf__C': 0.023860505972442145, 'kruskal__k': 388})"
SVM_linear,29,0.8181818181818182,1.0,95,"OrderedDict({'clf__C': 100.0, 'kruskal__k': 95})"
SVM_linear,30,0.7352941176470589,0.9242424242424242,537,"OrderedDict({'clf__C': 0.001, 'kruskal__k': 537})"
SVM_linear,31,0.7878787878787878,1.0,127,"OrderedDict({'clf__C': 0.7518127717788782, 'kruskal__k': 127})"
SVM_linear,32,0.696969696969697,0.9850746268656716,607,"OrderedDict({'clf__C': 0.0031860020442478765, 'kruskal__k': 607})"
SVM_linear,33,0.6470588235294118,0.9848484848484849,607,"OrderedDict({'clf__C': 0.007387095397263305, 'kruskal__k': 607})"
SVM_linear,34,0.7575757575757576,1.0,85,"OrderedDict({'clf__C': 2.1171175237426807, 'kruskal__k': 85})"
SVM_linear,35,0.696969696969697,1.0,133,"OrderedDict({'clf__C': 3.9876005390208187, 'kruskal__k': 133})"
SVM_linear,36,0.6176470588235294,1.0,187,"OrderedDict({'clf__C': 0.0147431312745395, 'kruskal__k': 187})"
SVM_linear,37,0.7272727272727273,0.9552238805970149,607,"OrderedDict({'clf__C': 0.004996890237413098, 'kruskal__k': 607})"
SVM_linear,38,0.8484848484848485,0.9701492537313433,83,"OrderedDict({'clf__C': 0.20053918661556291, 'kruskal__k': 83})"
SVM_linear,39,0.7058823529411765,1.0,148,"OrderedDict({'clf__C': 2.33029095112729, 'kruskal__k': 148})"
SVM_linear,40,0.8181818181818182,1.0,175,"OrderedDict({'clf__C': 100.0, 'kruskal__k': 175})"
SVM_linear,41,0.7272727272727273,1.0,519,"OrderedDict({'clf__C': 28.70495090525304, 'kruskal__k': 519})"
SVM_linear,42,0.7647058823529411,1.0,83,"OrderedDict({'clf__C': 100.0, 'kruskal__k': 83})"
SVM_linear,43,0.696969696969697,1.0,147,"OrderedDict({'clf__C': 26.91976997848344, 'kruskal__k': 147})"
SVM_linear,44,0.7272727272727273,0.9701492537313433,264,"OrderedDict({'clf__C': 0.008917102379917285, 'kruskal__k': 264})"
